borough,major_category,minor_category,year,number_of_cases
Westminster,Theft and Handling,Other Theft Person,2010,5015
Westminster,Theft and Handling,Other Theft Person,2011,7243
Westminster,Theft and Handling,Other Theft Person,2014,5824
Westminster,Theft and Handling,Other Theft Person,2013,8404
Westminster,Theft and Handling,Other Theft Person,2016,5922
Westminster,Theft and Handling,Other Theft Person,2012,9228
Westminster,Theft and Handling,Other Theft Person,2008,4121
Westminster,Violence Against the Person,Assault with Injury,2010,2410
Westminster,Violence Against the Person,Assault with Injury,2009,2334
Westminster,Violence Against the Person,Assault with Injury,2016,2149
Westminster,Violence Against the Person,Assault with Injury,2012,2447
Westminster,Violence Against the Person,Assault with Injury,2014,2020
Westminster,Violence Against the Person,Assault with Injury,2008,2251
Westminster,Violence Against the Person,Assault with Injury,2011,2672
Westminster,Violence Against the Person,Assault with Injury,2013,1849
Westminster,Violence Against the Person,Assault with Injury,2015,2087
Westminster,Drugs,Possession Of Drugs,2013,3915
Westminster,Drugs,Possession Of Drugs,2014,2561
Westminster,Drugs,Possession Of Drugs,2015,1949
Westminster,Drugs,Possession Of Drugs,2009,3707
Westminster,Drugs,Possession Of Drugs,2012,4406
Westminster,Drugs,Possession Of Drugs,2010,4361
Westminster,Drugs,Possession Of Drugs,2008,3786
Westminster,Drugs,Possession Of Drugs,2016,1929
Westminster,Drugs,Possession Of Drugs,2011,5492
Westminster,Theft and Handling,Handling Stolen Goods,2012,104
Westminster,Theft and Handling,Handling Stolen Goods,2009,115
Westminster,Theft and Handling,Handling Stolen Goods,2014,71
Westminster,Theft and Handling,Handling Stolen Goods,2010,82
Westminster,Theft and Handling,Handling Stolen Goods,2011,117
Westminster,Theft and Handling,Handling Stolen Goods,2015,69
Westminster,Theft and Handling,Handling Stolen Goods,2016,71
Westminster,Theft and Handling,Handling Stolen Goods,2008,105
Westminster,Theft and Handling,Handling Stolen Goods,2013,91
Westminster,Criminal Damage,Other Criminal Damage,2009,714
Westminster,Criminal Damage,Other Criminal Damage,2016,653
Westminster,Criminal Damage,Other Criminal Damage,2008,686
Westminster,Criminal Damage,Other Criminal Damage,2015,612
Westminster,Criminal Damage,Other Criminal Damage,2012,549
Westminster,Criminal Damage,Other Criminal Damage,2010,639
Westminster,Criminal Damage,Other Criminal Damage,2014,587
Westminster,Criminal Damage,Other Criminal Damage,2013,455
Westminster,Criminal Damage,Other Criminal Damage,2011,579
Westminster,Fraud or Forgery,Other Fraud & Forgery,2011,0
Westminster,Fraud or Forgery,Other Fraud & Forgery,2008,130
Westminster,Fraud or Forgery,Other Fraud & Forgery,2014,0
Westminster,Fraud or Forgery,Other Fraud & Forgery,2009,0
Westminster,Fraud or Forgery,Other Fraud & Forgery,2010,0
Westminster,Fraud or Forgery,Other Fraud & Forgery,2012,0
Westminster,Fraud or Forgery,Other Fraud & Forgery,2013,0
Westminster,Fraud or Forgery,Other Fraud & Forgery,2015,0
Westminster,Fraud or Forgery,Other Fraud & Forgery,2016,0
Westminster,Burglary,Burglary in a Dwelling,2012,1731
Westminster,Burglary,Burglary in a Dwelling,2015,1406
Westminster,Burglary,Burglary in a Dwelling,2010,1095
Westminster,Burglary,Burglary in a Dwelling,2013,1548
Westminster,Burglary,Burglary in a Dwelling,2014,1430
Westminster,Burglary,Burglary in a Dwelling,2016,1273
Westminster,Burglary,Burglary in a Dwelling,2009,1189
Westminster,Burglary,Burglary in a Dwelling,2011,1133
Westminster,Burglary,Burglary in a Dwelling,2008,1306
Westminster,Theft and Handling,Theft From Motor Vehicle,2010,2192
Westminster,Theft and Handling,Theft From Motor Vehicle,2014,2211
Westminster,Theft and Handling,Theft From Motor Vehicle,2016,2493
Westminster,Theft and Handling,Theft From Motor Vehicle,2015,1960
Westminster,Theft and Handling,Theft From Motor Vehicle,2008,3026
Westminster,Theft and Handling,Theft From Motor Vehicle,2012,2519
Westminster,Theft and Handling,Theft From Motor Vehicle,2013,2706
Westminster,Theft and Handling,Theft From Motor Vehicle,2011,2394
Westminster,Theft and Handling,Theft From Motor Vehicle,2009,2234
Westminster,Burglary,Burglary in Other Buildings,2013,2358
Westminster,Burglary,Burglary in Other Buildings,2009,1768
Westminster,Burglary,Burglary in Other Buildings,2014,2005
Westminster,Burglary,Burglary in Other Buildings,2015,1746
Westminster,Burglary,Burglary in Other Buildings,2012,2352
Westminster,Burglary,Burglary in Other Buildings,2010,1587
Westminster,Burglary,Burglary in Other Buildings,2011,1767
Westminster,Burglary,Burglary in Other Buildings,2016,1945
Westminster,Burglary,Burglary in Other Buildings,2008,1656
Westminster,Criminal Damage,Criminal Damage To Dwelling,2008,413
Westminster,Criminal Damage,Criminal Damage To Dwelling,2014,324
Westminster,Criminal Damage,Criminal Damage To Dwelling,2015,317
Westminster,Criminal Damage,Criminal Damage To Dwelling,2013,321
Westminster,Criminal Damage,Criminal Damage To Dwelling,2011,381
Westminster,Criminal Damage,Criminal Damage To Dwelling,2009,491
Westminster,Criminal Damage,Criminal Damage To Dwelling,2012,358
Westminster,Criminal Damage,Criminal Damage To Dwelling,2016,368
Westminster,Criminal Damage,Criminal Damage To Dwelling,2010,454
Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,2011,1531
Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,2012,1656
Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,2010,1604
Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,2015,1196
Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,2009,1730
Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,2013,1311
Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,2016,1199
Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,2008,1176
Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,2014,1328
Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,853
Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,586
Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,815
Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,496
Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,543
Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,621
Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,481
Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,1071
Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,642
Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2013,855
Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2011,824
Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2008,1053
Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2015,724
Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2016,765
Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2009,883
Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2012,906
Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2010,823
Westminster,Criminal Damage,Criminal Damage To Motor Vehicle,2014,681
Westminster,Criminal Damage,Criminal Damage To Other Building,2015,429
Westminster,Criminal Damage,Criminal Damage To Other Building,2011,462
Westminster,Criminal Damage,Criminal Damage To Other Building,2016,393
Westminster,Criminal Damage,Criminal Damage To Other Building,2009,476
Westminster,Criminal Damage,Criminal Damage To Other Building,2014,424
Westminster,Criminal Damage,Criminal Damage To Other Building,2013,449
Westminster,Criminal Damage,Criminal Damage To Other Building,2008,447
Westminster,Criminal Damage,Criminal Damage To Other Building,2012,441
Westminster,Criminal Damage,Criminal Damage To Other Building,2010,469
Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,2016,431
Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,2011,36
Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,2014,325
Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,2012,125
Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,2009,24
Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,2010,34
Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,2013,149
Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,2015,346
Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,2008,31
Tower Hamlets,Sexual Offences,Rape,2010,0
Tower Hamlets,Sexual Offences,Rape,2013,0
Tower Hamlets,Sexual Offences,Rape,2016,0
Tower Hamlets,Sexual Offences,Rape,2009,0
Tower Hamlets,Sexual Offences,Rape,2012,0
Tower Hamlets,Sexual Offences,Rape,2011,0
Tower Hamlets,Sexual Offences,Rape,2008,13
Tower Hamlets,Sexual Offences,Rape,2014,0
Tower Hamlets,Sexual Offences,Rape,2015,0
Tower Hamlets,Violence Against the Person,Murder,2015,4
Tower Hamlets,Violence Against the Person,Murder,2009,8
Tower Hamlets,Violence Against the Person,Murder,2016,5
Tower Hamlets,Violence Against the Person,Murder,2010,6
Tower Hamlets,Violence Against the Person,Murder,2008,4
Tower Hamlets,Violence Against the Person,Murder,2012,3
Tower Hamlets,Violence Against the Person,Murder,2014,3
Tower Hamlets,Violence Against the Person,Murder,2011,9
Tower Hamlets,Violence Against the Person,Murder,2013,3
Tower Hamlets,Violence Against the Person,Harassment,2015,2952
Tower Hamlets,Violence Against the Person,Harassment,2014,2253
Tower Hamlets,Violence Against the Person,Harassment,2012,1797
Tower Hamlets,Violence Against the Person,Harassment,2013,1905
Tower Hamlets,Violence Against the Person,Harassment,2008,1559
Tower Hamlets,Violence Against the Person,Harassment,2010,1563
Tower Hamlets,Violence Against the Person,Harassment,2011,1388
Tower Hamlets,Violence Against the Person,Harassment,2009,1458
Tower Hamlets,Violence Against the Person,Harassment,2016,3564
Tower Hamlets,Drugs,Other Drugs,2015,9
Tower Hamlets,Drugs,Other Drugs,2008,11
Tower Hamlets,Drugs,Other Drugs,2012,11
Tower Hamlets,Drugs,Other Drugs,2010,9
Tower Hamlets,Drugs,Other Drugs,2011,15
Tower Hamlets,Drugs,Other Drugs,2016,13
Tower Hamlets,Drugs,Other Drugs,2014,9
Tower Hamlets,Drugs,Other Drugs,2013,10
Tower Hamlets,Drugs,Other Drugs,2009,13
Tower Hamlets,Theft and Handling,Other Theft,2014,3533
Tower Hamlets,Theft and Handling,Other Theft,2008,3336
Tower Hamlets,Theft and Handling,Other Theft,2012,4345
Tower Hamlets,Theft and Handling,Other Theft,2009,3143
Tower Hamlets,Theft and Handling,Other Theft,2011,3904
Tower Hamlets,Theft and Handling,Other Theft,2010,3529
Tower Hamlets,Theft and Handling,Other Theft,2015,3542
Tower Hamlets,Theft and Handling,Other Theft,2013,4067
Tower Hamlets,Theft and Handling,Other Theft,2016,3596
Tower Hamlets,Sexual Offences,Other Sexual,2009,0
Tower Hamlets,Sexual Offences,Other Sexual,2010,0
Tower Hamlets,Sexual Offences,Other Sexual,2011,0
Tower Hamlets,Sexual Offences,Other Sexual,2012,0
Tower Hamlets,Sexual Offences,Other Sexual,2008,34
Tower Hamlets,Sexual Offences,Other Sexual,2015,0
Tower Hamlets,Sexual Offences,Other Sexual,2014,0
Tower Hamlets,Sexual Offences,Other Sexual,2016,0
Tower Hamlets,Sexual Offences,Other Sexual,2013,0
Tower Hamlets,Violence Against the Person,Wounding/GBH,2008,390
Tower Hamlets,Violence Against the Person,Wounding/GBH,2013,622
Tower Hamlets,Violence Against the Person,Wounding/GBH,2011,409
Tower Hamlets,Violence Against the Person,Wounding/GBH,2015,975
Tower Hamlets,Violence Against the Person,Wounding/GBH,2012,326
Tower Hamlets,Violence Against the Person,Wounding/GBH,2010,331
Tower Hamlets,Violence Against the Person,Wounding/GBH,2016,946
Tower Hamlets,Violence Against the Person,Wounding/GBH,2014,880
Tower Hamlets,Violence Against the Person,Wounding/GBH,2009,444
Tower Hamlets,Violence Against the Person,Common Assault,2012,1738
Tower Hamlets,Violence Against the Person,Common Assault,2013,1691
Tower Hamlets,Violence Against the Person,Common Assault,2016,2656
Tower Hamlets,Violence Against the Person,Common Assault,2015,2496
Tower Hamlets,Violence Against the Person,Common Assault,2014,2277
Tower Hamlets,Violence Against the Person,Common Assault,2008,1439
Tower Hamlets,Violence Against the Person,Common Assault,2011,1592
Tower Hamlets,Violence Against the Person,Common Assault,2009,1558
Tower Hamlets,Violence Against the Person,Common Assault,2010,1674
Tower Hamlets,Other Notifiable Offences,Going Equipped,2012,27
Tower Hamlets,Other Notifiable Offences,Going Equipped,2008,25
Tower Hamlets,Other Notifiable Offences,Going Equipped,2014,13
Tower Hamlets,Other Notifiable Offences,Going Equipped,2013,24
Tower Hamlets,Other Notifiable Offences,Going Equipped,2016,34
Tower Hamlets,Other Notifiable Offences,Going Equipped,2015,28
Tower Hamlets,Other Notifiable Offences,Going Equipped,2010,26
Tower Hamlets,Other Notifiable Offences,Going Equipped,2011,28
Tower Hamlets,Other Notifiable Offences,Going Equipped,2009,25
Tower Hamlets,Violence Against the Person,Other violence,2015,383
Tower Hamlets,Violence Against the Person,Other violence,2016,350
Tower Hamlets,Violence Against the Person,Other violence,2012,221
Tower Hamlets,Violence Against the Person,Other violence,2013,367
Tower Hamlets,Violence Against the Person,Other violence,2014,265
Tower Hamlets,Violence Against the Person,Other violence,2008,157
Tower Hamlets,Violence Against the Person,Other violence,2011,163
Tower Hamlets,Violence Against the Person,Other violence,2009,170
Tower Hamlets,Violence Against the Person,Other violence,2010,165
Tower Hamlets,Drugs,Drug Trafficking,2013,135
Tower Hamlets,Drugs,Drug Trafficking,2011,279
Tower Hamlets,Drugs,Drug Trafficking,2009,211
Tower Hamlets,Drugs,Drug Trafficking,2016,151
Tower Hamlets,Drugs,Drug Trafficking,2014,129
Tower Hamlets,Drugs,Drug Trafficking,2012,195
Tower Hamlets,Drugs,Drug Trafficking,2008,185
Tower Hamlets,Drugs,Drug Trafficking,2015,118
Tower Hamlets,Drugs,Drug Trafficking,2010,337
Tower Hamlets,Violence Against the Person,Offensive Weapon,2013,117
Tower Hamlets,Violence Against the Person,Offensive Weapon,2014,134
Tower Hamlets,Violence Against the Person,Offensive Weapon,2009,154
Tower Hamlets,Violence Against the Person,Offensive Weapon,2015,165
Tower Hamlets,Violence Against the Person,Offensive Weapon,2008,176
Tower Hamlets,Violence Against the Person,Offensive Weapon,2010,125
Tower Hamlets,Violence Against the Person,Offensive Weapon,2011,164
Tower Hamlets,Violence Against the Person,Offensive Weapon,2012,132
Tower Hamlets,Violence Against the Person,Offensive Weapon,2016,217
Tower Hamlets,Other Notifiable Offences,Other Notifiable,2015,585
Tower Hamlets,Other Notifiable Offences,Other Notifiable,2010,321
Tower Hamlets,Other Notifiable Offences,Other Notifiable,2013,470
Tower Hamlets,Other Notifiable Offences,Other Notifiable,2012,377
Tower Hamlets,Other Notifiable Offences,Other Notifiable,2009,375
Tower Hamlets,Other Notifiable Offences,Other Notifiable,2016,644
Tower Hamlets,Other Notifiable Offences,Other Notifiable,2011,375
Tower Hamlets,Other Notifiable Offences,Other Notifiable,2008,391
Tower Hamlets,Other Notifiable Offences,Other Notifiable,2014,500
Tower Hamlets,Theft and Handling,Theft From Shops,2013,812
Tower Hamlets,Theft and Handling,Theft From Shops,2015,1051
Tower Hamlets,Theft and Handling,Theft From Shops,2014,875
Tower Hamlets,Theft and Handling,Theft From Shops,2010,540
Tower Hamlets,Theft and Handling,Theft From Shops,2016,1379
Tower Hamlets,Theft and Handling,Theft From Shops,2011,617
Tower Hamlets,Theft and Handling,Theft From Shops,2009,525
Tower Hamlets,Theft and Handling,Theft From Shops,2008,504
Tower Hamlets,Theft and Handling,Theft From Shops,2012,687
Tower Hamlets,Robbery,Business Property,2013,79
Tower Hamlets,Robbery,Business Property,2008,71
Tower Hamlets,Robbery,Business Property,2010,35
Tower Hamlets,Robbery,Business Property,2014,68
Tower Hamlets,Robbery,Business Property,2012,63
Tower Hamlets,Robbery,Business Property,2016,97
Tower Hamlets,Robbery,Business Property,2009,45
Tower Hamlets,Robbery,Business Property,2015,54
Tower Hamlets,Robbery,Business Property,2011,96
Tower Hamlets,Robbery,Personal Property,2008,920
Tower Hamlets,Robbery,Personal Property,2012,1293
Tower Hamlets,Robbery,Personal Property,2010,859
Tower Hamlets,Robbery,Personal Property,2015,1056
Tower Hamlets,Robbery,Personal Property,2014,1042
Tower Hamlets,Robbery,Personal Property,2013,1174
Tower Hamlets,Robbery,Personal Property,2016,1137
Tower Hamlets,Robbery,Personal Property,2009,742
Tower Hamlets,Robbery,Personal Property,2011,1219
Tower Hamlets,Fraud or Forgery,Counted per Victim,2009,0
Tower Hamlets,Fraud or Forgery,Counted per Victim,2008,54
Tower Hamlets,Fraud or Forgery,Counted per Victim,2013,0
Tower Hamlets,Fraud or Forgery,Counted per Victim,2010,0
Tower Hamlets,Fraud or Forgery,Counted per Victim,2011,0
Tower Hamlets,Fraud or Forgery,Counted per Victim,2016,0
Tower Hamlets,Fraud or Forgery,Counted per Victim,2015,0
Tower Hamlets,Fraud or Forgery,Counted per Victim,2014,0
Tower Hamlets,Fraud or Forgery,Counted per Victim,2012,0
Tower Hamlets,Theft and Handling,Other Theft Person,2010,1136
Tower Hamlets,Theft and Handling,Other Theft Person,2008,817
Tower Hamlets,Theft and Handling,Other Theft Person,2014,1201
Tower Hamlets,Theft and Handling,Other Theft Person,2015,1366
Tower Hamlets,Theft and Handling,Other Theft Person,2011,1440
Tower Hamlets,Theft and Handling,Other Theft Person,2016,1669
Tower Hamlets,Theft and Handling,Other Theft Person,2009,957
Tower Hamlets,Theft and Handling,Other Theft Person,2013,1571
Tower Hamlets,Theft and Handling,Other Theft Person,2012,1689
Tower Hamlets,Violence Against the Person,Assault with Injury,2012,1787
Tower Hamlets,Violence Against the Person,Assault with Injury,2009,1663
Tower Hamlets,Violence Against the Person,Assault with Injury,2011,1457
Tower Hamlets,Violence Against the Person,Assault with Injury,2010,1760
Tower Hamlets,Violence Against the Person,Assault with Injury,2014,1743
Tower Hamlets,Violence Against the Person,Assault with Injury,2016,1870
Tower Hamlets,Violence Against the Person,Assault with Injury,2013,1608
Tower Hamlets,Violence Against the Person,Assault with Injury,2008,1698
Tower Hamlets,Violence Against the Person,Assault with Injury,2015,1854
Tower Hamlets,Drugs,Possession Of Drugs,2016,1465
Tower Hamlets,Drugs,Possession Of Drugs,2011,2815
Tower Hamlets,Drugs,Possession Of Drugs,2015,1685
Tower Hamlets,Drugs,Possession Of Drugs,2008,2573
Tower Hamlets,Drugs,Possession Of Drugs,2010,2482
Tower Hamlets,Drugs,Possession Of Drugs,2009,2568
Tower Hamlets,Drugs,Possession Of Drugs,2013,2874
Tower Hamlets,Drugs,Possession Of Drugs,2014,2053
Tower Hamlets,Drugs,Possession Of Drugs,2012,3053
Tower Hamlets,Theft and Handling,Handling Stolen Goods,2009,76
Tower Hamlets,Theft and Handling,Handling Stolen Goods,2010,51
Tower Hamlets,Theft and Handling,Handling Stolen Goods,2015,70
Tower Hamlets,Theft and Handling,Handling Stolen Goods,2016,103
Tower Hamlets,Theft and Handling,Handling Stolen Goods,2012,62
Tower Hamlets,Theft and Handling,Handling Stolen Goods,2013,67
Tower Hamlets,Theft and Handling,Handling Stolen Goods,2014,72
Tower Hamlets,Theft and Handling,Handling Stolen Goods,2011,77
Tower Hamlets,Theft and Handling,Handling Stolen Goods,2008,90
Tower Hamlets,Criminal Damage,Other Criminal Damage,2012,557
Tower Hamlets,Criminal Damage,Other Criminal Damage,2013,569
Tower Hamlets,Criminal Damage,Other Criminal Damage,2011,538
Tower Hamlets,Criminal Damage,Other Criminal Damage,2014,614
Tower Hamlets,Criminal Damage,Other Criminal Damage,2009,660
Tower Hamlets,Criminal Damage,Other Criminal Damage,2008,620
Tower Hamlets,Criminal Damage,Other Criminal Damage,2016,767
Tower Hamlets,Criminal Damage,Other Criminal Damage,2015,677
Tower Hamlets,Criminal Damage,Other Criminal Damage,2010,581
Tower Hamlets,Fraud or Forgery,Other Fraud & Forgery,2012,0
Tower Hamlets,Fraud or Forgery,Other Fraud & Forgery,2013,0
Tower Hamlets,Fraud or Forgery,Other Fraud & Forgery,2016,0
Tower Hamlets,Fraud or Forgery,Other Fraud & Forgery,2008,70
Tower Hamlets,Fraud or Forgery,Other Fraud & Forgery,2009,0
Tower Hamlets,Fraud or Forgery,Other Fraud & Forgery,2015,0
Tower Hamlets,Fraud or Forgery,Other Fraud & Forgery,2011,0
Tower Hamlets,Fraud or Forgery,Other Fraud & Forgery,2010,0
Tower Hamlets,Fraud or Forgery,Other Fraud & Forgery,2014,0
Tower Hamlets,Burglary,Burglary in a Dwelling,2011,1448
Tower Hamlets,Burglary,Burglary in a Dwelling,2012,1359
Tower Hamlets,Burglary,Burglary in a Dwelling,2010,1044
Tower Hamlets,Burglary,Burglary in a Dwelling,2014,1206
Tower Hamlets,Burglary,Burglary in a Dwelling,2008,1180
Tower Hamlets,Burglary,Burglary in a Dwelling,2013,1436
Tower Hamlets,Burglary,Burglary in a Dwelling,2015,1256
Tower Hamlets,Burglary,Burglary in a Dwelling,2016,1335
Tower Hamlets,Burglary,Burglary in a Dwelling,2009,970
Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2012,1683
Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2015,1584
Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2011,1947
Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2016,1493
Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2008,2299
Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2013,1729
Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2010,1557
Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2014,1493
Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2009,1489
Tower Hamlets,Burglary,Burglary in Other Buildings,2011,1047
Tower Hamlets,Burglary,Burglary in Other Buildings,2008,912
Tower Hamlets,Burglary,Burglary in Other Buildings,2010,1044
Tower Hamlets,Burglary,Burglary in Other Buildings,2012,1272
Tower Hamlets,Burglary,Burglary in Other Buildings,2016,1459
Tower Hamlets,Burglary,Burglary in Other Buildings,2013,1259
Tower Hamlets,Burglary,Burglary in Other Buildings,2009,866
Tower Hamlets,Burglary,Burglary in Other Buildings,2015,1304
Tower Hamlets,Burglary,Burglary in Other Buildings,2014,1113
Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,2016,487
Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,2008,742
Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,2014,521
Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,2015,523
Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,2013,490
Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,2012,540
Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,2011,602
Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,2009,756
Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,2010,676
Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,2016,1300
Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,2015,1092
Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,2011,1091
Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,2008,956
Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,2009,1071
Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,2012,1520
Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,2014,1230
Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,2013,1270
Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,2010,1212
Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,941
Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,1050
Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,717
Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,1121
Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,664
Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,790
Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,776
Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,761
Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,812
Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,2012,816
Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,2010,901
Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,2016,803
Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,2008,1157
Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,2014,816
Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,2013,730
Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,2015,900
Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,2011,830
Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,2009,945
Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,2009,317
Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,2014,282
Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,2011,304
Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,2012,315
Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,2008,350
Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,2016,300
Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,2013,265
Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,2010,316
Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,2015,326
Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,2008,84
Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,2014,238
Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,2013,124
Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,2016,292
Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,2011,82
Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,2012,104
Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,2015,388
Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,2010,75
Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,2009,86
Waltham Forest,Sexual Offences,Rape,2015,0
Waltham Forest,Sexual Offences,Rape,2008,10
Waltham Forest,Sexual Offences,Rape,2013,0
Waltham Forest,Sexual Offences,Rape,2009,0
Waltham Forest,Sexual Offences,Rape,2011,0
Waltham Forest,Sexual Offences,Rape,2012,0
Waltham Forest,Sexual Offences,Rape,2010,0
Waltham Forest,Sexual Offences,Rape,2014,0
Waltham Forest,Sexual Offences,Rape,2016,0
Waltham Forest,Violence Against the Person,Murder,2012,4
Waltham Forest,Violence Against the Person,Murder,2010,4
Waltham Forest,Violence Against the Person,Murder,2016,2
Waltham Forest,Violence Against the Person,Murder,2009,5
Waltham Forest,Violence Against the Person,Murder,2011,5
Waltham Forest,Violence Against the Person,Murder,2015,3
Waltham Forest,Violence Against the Person,Murder,2014,3
Waltham Forest,Violence Against the Person,Murder,2008,8
Waltham Forest,Violence Against the Person,Murder,2013,3
Waltham Forest,Violence Against the Person,Harassment,2008,1350
Waltham Forest,Violence Against the Person,Harassment,2009,1823
Waltham Forest,Violence Against the Person,Harassment,2013,1448
Waltham Forest,Violence Against the Person,Harassment,2012,1405
Waltham Forest,Violence Against the Person,Harassment,2016,2436
Waltham Forest,Violence Against the Person,Harassment,2010,1596
Waltham Forest,Violence Against the Person,Harassment,2011,1288
Waltham Forest,Violence Against the Person,Harassment,2014,1823
Waltham Forest,Violence Against the Person,Harassment,2015,2237
